,complete_address,price,log_price,Lat_,long_
60,"10546 Stone Ave N, Seattle, WA 98133",235000.0,12.367340793126296,47.706428100000004,-122.34172990629385
61,"10401 Holman Rd NW, Seattle, WA 98133",320000.0,12.676076274775909,47.704614,-122.35678229999999
62,"2126 N 130th St, Seattle, WA 98133",210000.0,12.254862809699606,47.7234263,-122.33306120772149
63,"10537 Interlake Ave N, Seattle, WA 98133",320000.0,12.676076274775909,47.70618895,-122.34094997914795
64,"1559 N 130th St, Seattle, WA 98133",399888.0,12.8989397868828,47.72298615,-122.33690149645899
65,"12200 Densmore Ave N, Seattle, WA 98133",507000.0,13.13626628257332,47.7174244,-122.33712059964958
66,"12231 Densmore Ave N, Seattle, WA 98133",400000.0,12.89921982609012,47.71808145,-122.33815400971216
67,"17812-17818 Stone Ave N, Shoreline, WA 98133",400000.0,12.89921982609012,47.733852,-122.34461
68,"16341 Interlake Ave N, Shoreline, WA 98133",275000.0,12.524526376648708,47.7341205,-122.3410241
69,"1301 N 169th St, Shoreline, WA 98133",350000.0,12.765688433465597,47.7514919,-122.3419925
70,"2350 N 178th St, Shoreline, WA 98133",275000.0,12.524526376648708,47.7575231,-122.34743859999999
71,"353 N 105th St, Seattle, WA 98133",385000.0,12.86099861326992,47.7048943,-122.35296594719877
72,"608 N 202nd St, Shoreline, WA 98133",336500.0,12.72635342806692,47.77540870000001,-122.340175
73,"20015 Burke Ave N, Shoreline, WA 98133",360000.0,12.793859310432293,47.7358102,-122.3355007
74,"18032 Burke Ave N, Shoreline, WA 98133",400000.0,12.89921982609012,47.7358102,-122.3355007
75,"10720 Stone Ave N, Seattle, WA 98133",240000.0,12.388394202324129,47.70756365,-122.3417613527124
76,"18529 Ashworth Ave N, Shoreline, WA 98133",275500.0,12.526342907575106,47.7654652,-122.34048030000001
77,"11707 Greenwood Ave N, Seattle, WA 98133",337000.0,12.727838209334498,47.71446029999999,-122.35606750000001
78,"15320 Corliss Pl N, Shoreline, WA 98133",475000.0,13.071070083016778,47.7403945,-122.33233179999999
79,"2148 N 115th St, Seattle, WA 98133",389000.0,12.871334622600584,47.7125045,-122.33192620081483
80,"18010 N Park Pl N, Shoreline, WA 98133",355000.0,12.779873068457553,47.7563181,-122.3496235
81,"2357 N 187th St, Shoreline, WA 98133",400000.0,12.89921982609012,47.7647619,-122.3342534
82,"17512 Corliss Ave N, Shoreline, WA 98133",340000.0,12.736700896592344,47.7304604,-122.33156570000001
83,"1610 N 185th St, Shoreline, WA 98133",295950.0,12.597945800118872,47.7631651,-122.3459014
84,"10740 Stone Ave N, Seattle, WA 98133",255000.0,12.449018824140563,47.7080748,-122.34152140000002
85,"14301 Wallingford Ave N, Seattle, WA 98133",459500.0,13.03789422077788,47.7325305,-122.33718818085613
86,"12226 Phinney Ave N, Seattle, WA 98133",245000.0,12.409013489526863,47.718622,-122.35393922823849
87,"16016 Burke Ave N, Shoreline, WA 98133",373000.0,12.829333698625952,47.7358102,-122.3355007
88,"14020 Meridian Ave N, Seattle, WA 98133",500000.0,13.122363377404328,47.73119935,-122.33393499728571
89,"108 N 183rd St, Shoreline, WA 98133",295000.0,12.594730635321957,47.7614395,-122.34038000000001
90,"10304 Interlake Ave N, Seattle, WA 98133",359000.0,12.791077667470416,47.7034875,-122.34027704533979
91,"10703 Greenwood Ave N, Seattle, WA 98133",360500.0,12.79524723570714,47.707060999999996,-122.3559946
92,"501 N 143rd St, Seattle, WA 98133",308166.666667,12.638396041142288,47.732060499999996,-122.35287021927437
93,"709 W Blaine St, Seattle, WA 98119",2384000.0,14.684290307167377,47.6345419,-122.36690787456772
94,"1014 W Garfield St, Seattle, WA 98119",740000.0,13.514405465180353,47.63370105,-122.37115684453337
95,"2806 13th Ave W, Seattle, WA 98119",750000.0,13.527828485512494,47.6452862,-122.37284219285984
96,"2814 13th Ave W, Seattle, WA 98119",615000.0,13.329377546788654,47.64535875,-122.37291839026928
97,"2561 3rd Ave W, Seattle, WA 98119",636000.0,13.36295384232226,47.64238475000001,-122.36127274047364
98,"1417 4th Ave W, Seattle, WA 98119",499000.0,13.120361374733656,47.6318563,-122.36218169097351
99,"2050 14th Ave W, Seattle, WA 98119",438000.0,12.989974189358584,47.638166,-122.3746452
100,"1617-1621 3rd Ave W, Seattle, WA 98119",605000.0,13.312983737012978,47.6413225,-122.36091259999999
101,"3429 9th Ave W, Seattle, WA 98119",755000.0,13.534473028231162,47.6514092,-122.36916599999999
102,"1400 10th Ave W, Seattle, WA 98119",490000.0,13.102160670086809,47.6312723,-122.36993590000002
103,"1814 1st Ave W, Seattle, WA 98119",926300.0,13.738953435242118,47.6352016,-122.35798279025515
104,"1906 11th Ave W, Seattle, WA 98119",780000.0,13.567049198665774,47.636252,-122.37117820000002
105,"1917 3rd Ave W, Seattle, WA 98119",840500.0,13.641752231830807,47.63647625,-122.36154489878142
106,"811 W Bertona St, Seattle, WA 98119",820000.0,13.617059619240436,47.6502946,-122.36793187428957
107,"1949-1953 9th Ave W, Seattle, WA 98119",645000.0,13.37700559577791,47.63877,-122.36693999999999
108,"2418 10th Ave W, Seattle, WA 98119",930000.0,13.742939865129438,47.64018775,-122.36978029542244
109,"115 W Raye St, Seattle, WA 98119",1100000.0,13.9108207377686,47.64304125,-122.35900004809078
110,"309 W Prospect St, Seattle, WA 98119",2400000.0,14.690979295318174,47.62850275,-122.3611277721937
111,"2537 13th Ave W, Seattle, WA 98119",499950.0,13.122263372403996,47.6417917,-122.3739514
112,"2518 1st Ave W, Seattle, WA 98119",980000.0,13.795307850646754,47.64198005,-122.35789020102848
113,"2565-2599 3rd Ave W, Seattle, WA 98119",800000.0,13.592367006650065,47.63877,-122.36693999999999
114,"2537 11th Ave W, Seattle, WA 98119",800000.0,13.592367006650065,47.64181775,-122.37183745297656
115,"3415 9th Ave W, Seattle, WA 98119",640000.0,13.369223455335854,47.65097335,-122.36914694229174
116,"2050 14th Ave W, Seattle, WA 98119",472000.0,13.064734264567692,47.638166,-122.3746452
117,"830 W Armour St, Seattle, WA 98119",650000.0,13.38472764187182,47.64524045,-122.36896248887676
118,"2536 1st Ave W, Seattle, WA 98119",855000.0,13.658856747918897,47.64252275,-122.35792700659194
119,"3283 Conkling Pl W, Seattle, WA 98119",1525000.0,14.237504968023648,47.64993735,-122.36979160134103
120,"400 W Highland Dr, Seattle, WA 98119",1325000.0,14.09692301740246,47.6298047,-122.36205694866509
121,"2667 11th Ave W, Seattle, WA 98119",756000.0,13.53579665516167,47.644169700000006,-122.37185592308992
122,"1223 7th Ave W, Seattle, WA 98119",2400000.0,14.690979295318174,47.6306443,-122.36690369017451
123,"2811 14th Ave W, Seattle, WA 98119",649950.0,13.384650715836164,47.6451701,-122.37521392078295
124,"716 W Etruria St, Seattle, WA 98119",683500.0,13.43498193514614,47.64790925,-122.36689556392258
125,"1228 9th Ave W, Seattle, WA 98119",1330000.0,14.100689500197937,47.63080725,-122.36871863010369
126,"206 W Boston St, Seattle, WA 98119",937000.0,13.750438561220559,47.6385335,-122.36001855242279
127,"1604 1st Ave W, Seattle, WA 98119",665000.0,13.407542319637992,47.63380845,-122.35801521012618
128,"715 W Howe St, Seattle, WA 98119",1020000.0,13.835313185260453,47.63572595,-122.36711181923977
129,"408 W Lee St, Seattle, WA 98119",850000.0,13.652991628466498,47.63148585,-122.36214044650244
130,"2572 5th Ave W, Seattle, WA 98119",955500.0,13.769990042662466,47.64272915,-122.36327285494518
131,"1323 Willard Ave W, Seattle, WA 98119",2300000.0,14.648419680899378,47.63119865,-122.36601455127523
132,"2067 Gilman Dr W, Seattle, WA 98119",525000.0,13.17115354157376,47.63839725,-122.37315927516077
133,"1922 5th Ave W, Seattle, WA 98119",782000.0,13.569610019527449,47.63664855,-122.36333172443932
134,"10 W Etruria St, Seattle, WA 98119",625000.0,13.345506928718539,47.6481537,-122.3582102
135,"2841 13th Ave W, Seattle, WA 98119",499000.0,13.120361374733656,47.645757399999994,-122.37377545496024
136,"1937 10th Ave W, Seattle, WA 98119",780000.0,13.567049198665774,47.6370346,-122.37069207940172
137,"2425 Westview Dr W, Seattle, WA 98119",613000.0,13.32612021491835,47.64028435,-122.37099953087593
138,"1206 9th Ave W, Seattle, WA 98119",1465000.0,14.197365800433305,47.63025155,-122.36866735625851
139,"2423 11th Ave W, Seattle, WA 98119",464600.0,13.048932099318446,47.64032374999999,-122.37192675139653
140,"1922 11th Ave W, Seattle, WA 98119",318000.0,12.669806661762314,47.6366305,-122.371121
141,"2425 3rd Ave W, Seattle, WA 98119",1288333.3333299998,14.068859951332962,47.6404002,-122.36125710413044
142,"26206-26214 143rd Ave SE, Kent, WA 98042",342000.0,12.742566016044742,47.363382,-122.11451000000001
143,"14034 SE 201st St, Kent, WA 98042",242500.0,12.398756989359676,47.42202395,-122.19843243851484
144,"29734 215th Terrace SE, Kent, WA 98042",300000.0,12.611537753638338,47.3358702,-122.05492251661677
145,"25305 151st Pl SE, Covington, WA 98042",234000.0,12.363076394339839,47.37503445,-122.13973014874271
146,"25434 160th Ave SE, Kent, WA 98042",284000.0,12.556729517143344,47.363382,-122.11451000000001
147,"16635 SE 268th St, Covington, WA 98042",248500.0,12.423198124518821,47.3614755,-122.118899
148,"18611 SE 307th Ln, Kent, WA 98042",651000.0,13.386264921190707,47.3270336,-122.09356807653809
149,"27000-27080 201st Ave SE, Covington, WA 98042",226500.0,12.330500223905226,47.363382,-122.11451000000001
150,"14816 SE 278th St, Kent, WA 98042",270000.0,12.506177237980511,47.35311035,-122.1429809958412
151,"15020 SE 281st St, Kent, WA 98042",325900.0,12.694345864825653,47.3500884,-122.14007259888893
152,"13711 SE 251 Pl, Kent, WA 98042",489990.0,13.102140261715295,47.4208252,-122.15789105035843
153,"15407 SE 252nd Pl, Covington, WA 98042",254000.0,12.445089546000673,47.3755075,-122.13598725
154,"30928 148th Ave SE, Kent, WA 98042",201000.0,12.211060187041213,47.3844953,-122.1426915
155,"17081-17183 SE Wax Rd, Covington, WA 98042",450000.0,13.017002861746503,47.363382,-122.11451000000001
156,"24217 181st Pl SE, Covington, WA 98042",253000.0,12.441144767709657,47.38485585,-122.10014252827185
157,"26635 Timberlane Dr SE, Covington, WA 98042",174950.0,12.072255497795835,47.363594000000006,-122.09319654069769
158,"26010 141st Ave SE, Kent, WA 98042",425000.0,12.959844447906553,47.3684316,-122.15316358763084
159,"22610 133rd Pl SE, Kent, WA 98042",306000.0,12.631340380934517,47.399185900000006,-122.16274243595691
160,"26607 190th Ave SE, Covington, WA 98042",205000.0,12.230765258120545,47.3627435,-122.08873304931095
161,"17814 SE 257th St, Covington, WA 98042",289000.0,12.57418196709457,47.372331,-122.10391750000001
162,"18600-18698 SE 259th Pl, Covington, WA 98042",195000.0,12.180754837545884,47.363382,-122.11451000000001
163,"23255 133rd Ave SE, Kent, WA 98042",256750.0,12.455858127790805,47.39385265,-122.16385299731544
164,"28030 185th Pl SE, Kent, WA 98042",480000.0,13.081541382884074,47.34960835,-122.09394045
165,"19654 SE 260th St, Covington, WA 98042",180000.0,12.100712129872347,47.368924,-122.0769683828125
166,"22547 134th Pl SE, Kent, WA 98042",330000.0,12.706847933442663,47.39919415,-122.162078275
167,"17421 SE Covington Sawyer Rd, Kent, WA 98042",235000.0,12.367340793126296,47.363382,-122.11451000000001
168,"26222 142nd Ave SE, Kent, WA 98042",325000.0,12.691580461311874,47.366965,-122.15184385388888
169,"16828 SE 251 St, Covington, WA 98042",274950.0,12.52434454193596,47.363382,-122.11451000000001
170,"26272 142nd Ave SE, Kent, WA 98042",479900.0,13.081333027846338,47.3657003,-122.1518373490569
171,"17458 SE 262nd St, Covington, WA 98042",168500.0,12.034691028774553,47.366940500000005,-122.1070179096072
172,"31118 149th Ave SE, Kent, WA 98042",124740.0,11.733986850080113,47.3614518,-122.14248529999999
173,"14435 SE 263rd St, Kent, WA 98042",264000.0,12.483704382128453,47.36591595,-122.1479464165225
174,"32119 199th Ave SE, Kent, WA 98042",412000.0,12.928778628331663,47.31331305000001,-122.07821100110658
175,"24923 161st Pl SE, Covington, WA 98042",395000.0,12.886641043883259,47.3781533,-122.12685625100544
176,"25420 157th Ave SE, Covington, WA 98042",290000.0,12.577636201962656,47.3737039,-122.1318493
177,"29234 158th Ave SE, Kent, WA 98042",320000.0,12.676076274775909,47.33916345,-122.13114850242886
178,"23915 135th Pl SE, Kent, WA 98042",328500.0,12.702292116906802,47.38753645,-122.16109155606964
179,"29245 188 Ave SE, Kent, WA 98042",365000.0,12.80765263256463,47.33905095,-122.09312867432864
180,"24716 142nd Ave SE, Kent, WA 98042",575000.0,13.262125319779487,47.379684999999995,-122.1526100760626
181,"26510 134th Ave SE, Kent, WA 98042",239000.0,12.384218830913648,47.36396305,-122.1622403429714
182,"20442 137th Ave SE, Kent, WA 98042",270000.0,12.506177237980511,47.3631571,-122.1588445
183,"14000 SE 241st St, Kent, WA 98042",340000.0,12.736700896592344,47.38445785,-122.15368488102683
184,"13712 SE 256th Pl, Kent, WA 98042",129000.0,11.76756768334381,47.3721157,-122.15876909999999
185,"20609 SE 271st St, Covington, WA 98042",261000.0,12.47227568630483,47.358486,-122.06716020481927
186,"19011 SE 283rd St, Kent, WA 98042",435000.0,12.983101310070822,47.347103499999996,-122.08702783339649
187,"24702 132nd Ct SE, Kent, WA 98042",599950.0,13.304601597392535,47.38036,-122.16276235706638
188,"18035 SE 262nd Pl, Covington, WA 98042",225000.0,12.323855681186558,47.366475,-122.10041790730335
189,"26529 161st Ave SE, Covington, WA 98042",490000.0,13.102160670086809,47.36289055,-122.1270708870842
190,"13303 SE 227th St, Kent, WA 98042",285000.0,12.560244459250788,47.39852379999999,-122.16299451650974
191,"26712 186th Ave SE, Covington, WA 98042",214950.0,12.278160721924428,47.362076,-122.093972
192,"14404 SE 216th St, Kent, WA 98042",454000.0,13.025852477023484,47.408646999999995,-122.2017787
193,"19521 SE 271st Pl, Covington, WA 98042",250000.0,12.429216196844383,47.3583875,-122.0814055
194,"29700 217th Pl SE, Kent, WA 98042",284000.0,12.556729517143344,47.3365501,-122.0521433479118
195,"26303 191st Pl SE, Covington, WA 98042",247200.0,12.417953004565673,47.366447,-122.08693503054278
196,"19504 SE 324th St, Kent, WA 98042",380000.0,12.84792653170257,47.3117003,-122.08305110375322
197,"26418 199th Pl SE, Covington, WA 98042",264950.0,12.487296407920908,47.3645695,-122.07601106153477
198,"25806 136th Ave SE, Kent, WA 98042",568450.0,13.250668637557252,47.37034975,-122.15928968358584
199,"19229 SE 272nd St, Kent, WA 98042",120000.0,11.695247021764184,47.3580102,-122.13918659999999
200,"24815 180th Ave SE, Covington, WA 98042",291000.0,12.581078546153629,47.37959675000001,-122.1021513
201,"26449 171st Ave SE, Covington, WA 98042",249500.0,12.427214194173711,47.3642775,-122.11471999999999
202,"17335 SE 265th St, Covington, WA 98042",200000.0,12.206072645530174,47.363845,-122.1088158382353
203,"25417 167th Pl SE, Covington, WA 98042",322200.0,12.68292774972501,47.3733648,-122.11916809392021
204,"14150-14198 SE 238th Ln, Kent, WA 98042",345950.0,12.754049534926956,47.363382,-122.11451000000001
205,"29204 202nd Ave SE, Kent, WA 98042",260000.0,12.468436909997665,47.339811100000006,-122.07146875544592
206,"31825 197th Ave SE, Kent, WA 98042",249000.0,12.425208175446844,47.3167492,-122.08065691274523
207,"17001 SE 263rd St, Covington, WA 98042",300000.0,12.611537753638338,47.3662945,-122.115047
208,"26119 185th Pl SE, Covington, WA 98042",239950.0,12.388185847286392,47.367333,-122.09507413274336
209,"18901 SE 281st St, Kent, WA 98042",385000.0,12.86099861326992,47.3498412,-122.1399729
210,"27924-27998 150th Pl SE, Kent, WA 98042",285000.0,12.560244459250788,47.363382,-122.11451000000001
211,"19240 SE 259th Pl, Covington, WA 98042",249900.0,12.428816116823043,47.369352,-122.08317725713052
212,"21720 SE 299th Way, Kent, WA 98042",310000.0,12.644327576461329,47.3338749,-122.18264579999999
213,"24292 141st Pl SE, Kent, WA 98042",396500.0,12.89043132005704,47.3838634,-122.1527996160668
214,"19223 SE 259th Pl, Covington, WA 98042",270000.0,12.506177237980511,47.369009999999996,-122.08387612144043
215,"16126 SE 249th Pl, Covington, WA 98042",399000.0,12.896716695872,47.378611299999996,-122.1259317219174
216,"16218 163rd Pl SE, Covington, WA 98042",310000.0,12.644327576461329,47.373774299999994,-122.1242226
217,"20825 135th Ave SE, Kent, WA 98042",315000.0,12.66032791780777,47.366088500000004,-122.16112
218,"20101 137th Ave SE, Kent, WA 98042",279000.0,12.538967060803502,47.3631571,-122.1588445
219,"18827 SE 244th Pl, Covington, WA 98042",230000.0,12.345834587905333,47.3828958,-122.08987154915616
220,"15125 SE 278th Pl, Kent, WA 98042",355000.0,12.779873068457553,47.35190165,-122.14011145925659
221,"24204-24298 142nd Ave SE, Kent, WA 98042",402000.0,12.904207367601158,47.363382,-122.11451000000001
222,"24200-24498 144th Ave SE, Kent, WA 98042",330000.0,12.706847933442663,47.363382,-122.11451000000001
223,"15731 SE 253rd Pl, Covington, WA 98042",337000.0,12.727838209334498,47.3746489,-122.1310668450678
224,"19901-19999 SE 290th Pl, Kent, WA 98042",445000.0,13.005829561148378,47.363382,-122.11451000000001
225,"17459 SE 262nd St, Covington, WA 98042",219950.0,12.301155526776865,47.36647,-122.1069255
226,"26118 189th Ct SE, Covington, WA 98042",205000.0,12.230765258120545,47.36786,-122.08806398229169
227,"16621 SE 235th St, Kent, WA 98042",375000.0,12.834681304952548,47.3914467,-122.1622325
228,"27622 195th Ave SE, Kent, WA 98042",339950.0,12.736553826954605,47.35456525,-122.0813700897106
229,"27631-27699 145th Pl SE, Kent, WA 98042",330000.0,12.706847933442663,47.363382,-122.11451000000001
230,"17116 SE Covington Sawyer Rd, Kent, WA 98042",390000.0,12.873902018105829,47.363382,-122.11451000000001
231,"14014 SE 236th Pl, Kent, WA 98042",409124.0,12.921773567559736,47.39024895,-122.15387658580221
232,"26231 187th Pl SE, Covington, WA 98042",237950.0,12.379815846549256,47.366460499999995,-122.0920621453824
233,"23884 140th Ln SE, Kent, WA 98042",355000.0,12.779873068457553,47.387364700000006,-122.1529124
234,"19009-19021 SE 266th St, Covington, WA 98042",2199900.0,14.60392246275,47.363382,-122.11451000000001
235,"14405 SE 208th St, Kent, WA 98042",292285.714286,12.585487076439373,47.415596,-122.14913007067669
236,"26017 189th Ave SE, Covington, WA 98042",83300.0,11.330203828154934,47.36863,-122.0898415
237,"24007 196th Ave SE, Covington, WA 98042",83300.0,11.330203828154934,47.3867246,-122.08083967517905
238,"16102 SE 251 St, Covington, WA 98042",297857.142857,12.604369264159246,47.363382,-122.11451000000001
239,"18717 SE 258th St, Covington, WA 98042",220600.0,12.30410638580154,47.3711215,-122.0920925
240,"857 170th Pl NE, Bellevue, WA 98008",420000.0,12.948009990259552,47.615989899999995,-122.11422990000001
241,"2506 166th Ave NE, Bellevue, WA 98008",501000.0,13.124361380067002,47.6155238,-122.1189149
242,"1415 168th Ave NE, Bellevue, WA 98008",390000.0,12.873902018105829,47.6111053,-122.1153653
243,"16020 SE 2nd St, Bellevue, WA 98008",404000.0,12.909170156943286,47.607351799999996,-122.1238009
244,"3250 165th Ave SE, Bellevue, WA 98008",530000.0,13.180632285528304,47.5998085,-122.1199445
245,"234 W Lake Sammamish Pkwy SE, Bellevue, WA 98008",515000.0,13.151922179645874,47.6013769,-122.1114116
246,"3220 170th Ave NE, Bellevue, WA 98008",530000.0,13.180632285528304,47.6382336,-122.11281782087731
247,"2655 166th Ave SE, Bellevue, WA 98008",511555.0,13.145210385474938,47.6011811,-122.1188831
248,"1020 163rd Ave SE, Bellevue, WA 98008",523000.0,13.16733674304706,47.6022092,-122.12235559999999
249,"18307 NE 19th Pl, Bellevue, WA 98008",700000.0,13.458835614025542,47.6273249,-122.11484820000001
250,"1673 Rosemont Blvd, Bellevue, WA 98008",645000.0,13.37700559577791,47.6190064,-122.0996294
251,"16541 NE 27th Pl, Bellevue, WA 98008",580000.0,13.270783382522602,47.6338203,-122.1270318
252,"920 163rd Ave SE, Bellevue, WA 98008",562000.0,13.239257128875828,47.6022092,-122.12235559999999
253,"16231 NE 29th St, Bellevue, WA 98008",465750.0,13.051404288463836,47.635989,-122.1217858
254,"16420 SE 39th Pl, Bellevue, WA 98008",749950.0,13.527761816623505,47.5748405,-122.11900779999999
255,"16630 SE 26th St, Bellevue, WA 98008",507500.0,13.137251989898079,47.5868666,-122.1141051
256,"16204 SE 8th St, Bellevue, WA 98008",385000.0,12.86099861326992,47.6033847,-122.11937490000001
257,"2646 168th Ave SE, Bellevue, WA 98008",1075000.0,13.8878312195439,47.602253999999995,-122.1164213
258,"17200 SE 29th Ct, Bellevue, WA 98008",1595000.0,14.282384294201082,47.5841139,-122.111747
259,"1813 177th Ave NE, Bellevue, WA 98008",613000.0,13.32612021491835,47.6190482,-122.1046578
260,"527 171st Pl NE, Bellevue, WA 98008",565000.0,13.244581010128577,47.6127049,-122.11358159999999
261,"17834 SE 40th Pl, Bellevue, WA 98008",2700000.0,14.808762330974558,47.5740496,-122.11764309999998
262,"16805 NE 12th St, Bellevue, WA 98008",502000.0,13.126355398673866,47.6205086,-122.12453729999999
263,"16725 NE 22nd St, Bellevue, WA 98008",500000.0,13.122363377404328,47.629217,-122.1121716
